"gender","yb","province","db","mb","educ"
"MALE","1972","Lodzkie","25","7","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1948","Lodzkie","30","4","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1942","Lodzkie","11","4","VOCATIONAL"
"FEMALE","1931","Lodzkie","22","2","PRIMARY COMPLETED"
"MALE","1946","Lodzkie","3","5","PRIMARY COMPLETED"
"FEMALE","1933","Lodzkie","26","9","PRIMARY COMPLETED"
"MALE","1973","Lodzkie","21","7","VOCATIONAL"
"FEMALE","1974","Lodzkie","23","6","SECONDARY VOCATIONAL"
"MALE","1965","Lodzkie","31","8","VOCATIONAL"
"FEMALE","1932","Lodzkie","17","4","PRIMARY COMPLETED"
"MALE","1945","Lodzkie","8","9","PRIMARY COMPLETED"
"MALE","1953","Lodzkie","2","8","NO EDUCATION/PRIMARY NOT COMPLETED"
"FEMALE","1926","Lodzkie","22","8","NO EDUCATION/PRIMARY NOT COMPLETED"
"MALE","1947","Lodzkie","15","2","PRIMARY COMPLETED"
"FEMALE","1949","Lodzkie","3","5","VOCATIONAL"
"MALE","1991","Lodzkie","20","10","SECONDARY GENERAL"
"MALE","1970","Lodzkie","31","5","VOCATIONAL"
"FEMALE","1933","Lodzkie","14","1","NO EDUCATION/PRIMARY NOT COMPLETED"
"FEMALE","1950","Lodzkie","23","10","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1968","Lubelskie","22","3","SECONDARY VOCATIONAL"
"MALE","1993","Lubelskie","26","5","SECONDARY GENERAL"
"FEMALE","1954","Lubelskie","20","3","PRIMARY COMPLETED"
"MALE","1947","Lubelskie","9","5","PRIMARY COMPLETED"
"FEMALE","1971","Lubelskie","2","9","VOCATIONAL"
"MALE","1964","Lubelskie","20","5","VOCATIONAL"
"MALE","1963","Lubuskie","28","1","SECONDARY VOCATIONAL"
"FEMALE","1960","Lubuskie","2","5","POST-SECONDARY"
"FEMALE","1989","Lubuskie","16","1","POST-SECONDARY"
"FEMALE","1954","Lubuskie","15","2","SECONDARY VOCATIONAL"
"FEMALE","1994","Lubuskie","19","7","GRAMMAR"
"FEMALE","1967","Lubuskie","10","6","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1944","Lubuskie","15","7","PRIMARY COMPLETED"
"FEMALE","1956","Lubuskie","23","11","SECONDARY VOCATIONAL"
"FEMALE","1940","Lubuskie","2","2","PRIMARY COMPLETED"
"MALE","1959","Lubuskie","19","8","VOCATIONAL"
"FEMALE","1993","Lubuskie","27","4","SECONDARY VOCATIONAL"
"MALE","1987","Lubuskie","8","8","VOCATIONAL"
"MALE","1971","Lubuskie","25","11","VOCATIONAL"
"MALE","1993","Lubuskie","3","2","GRAMMAR"
"MALE","1957","Lubuskie","17","3","VOCATIONAL"
"FEMALE","1944","Lubuskie","15","7","PRIMARY COMPLETED"
"FEMALE","1963","Lubuskie","4","1","VOCATIONAL"
"FEMALE","1956","Lubuskie","8","7","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1952","Lubuskie","9","7","PRIMARY COMPLETED"
"FEMALE","1972","Malopolskie","21","3","SECONDARY VOCATIONAL"
"FEMALE","1935","Malopolskie","21","7","PRIMARY COMPLETED"
"MALE","1983","Malopolskie","19","11","SECONDARY VOCATIONAL"
"FEMALE","1939","Malopolskie","22","9","PRIMARY COMPLETED"
"FEMALE","1970","Malopolskie","24","2","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1977","Malopolskie","11","5","SECONDARY VOCATIONAL"
"MALE","1990","Malopolskie","16","3","VOCATIONAL"
"MALE","1969","Malopolskie","17","6","VOCATIONAL"
"MALE","1972","Malopolskie","8","5","VOCATIONAL"
"MALE","1966","Malopolskie","12","10","SECONDARY VOCATIONAL"
"MALE","1944","Malopolskie","2","1","PRIMARY COMPLETED"
"MALE","1957","Malopolskie","16","12","VOCATIONAL"
"MALE","1953","Malopolskie","12","5","PRIMARY COMPLETED"
"FEMALE","1935","Malopolskie","18","10","PRIMARY COMPLETED"
"FEMALE","1970","Malopolskie","29","4","VOCATIONAL"
"FEMALE","1939","Malopolskie","29","9","PRIMARY COMPLETED"
"MALE","1941","Malopolskie","16","1","PRIMARY COMPLETED"
"MALE","1951","Malopolskie","27","2","VOCATIONAL"
"FEMALE","1988","Malopolskie","27","6","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1995","Malopolskie","10","8","GRAMMAR"
"FEMALE","1994","Malopolskie","6","1","GRAMMAR"
"MALE","1959","Malopolskie","9","5","VOCATIONAL"
"FEMALE","1965","Malopolskie","13","4","VOCATIONAL"
"MALE","1958","Malopolskie","22","7","VOCATIONAL"
"MALE","1987","Malopolskie","22","5","SECONDARY GENERAL"
"FEMALE","1963","Malopolskie","1","7","SECONDARY GENERAL"
"FEMALE","1954","Malopolskie","25","3","SECONDARY GENERAL"
"FEMALE","1979","Mazowieckie","13","8","SECONDARY VOCATIONAL"
"MALE","1937","Mazowieckie","17","9","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1946","Mazowieckie","1","9","SECONDARY GENERAL"
"FEMALE","1959","Mazowieckie","23","6","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1928","Mazowieckie","16","8","SECONDARY VOCATIONAL"
"MALE","1996","Mazowieckie","11","10","PRIMARY COMPLETED"
"FEMALE","1970","Mazowieckie","12","5","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1997","Mazowieckie","4","4","PRIMARY COMPLETED"
"MALE","1977","Mazowieckie","18","11","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1944","Mazowieckie","20","10","VOCATIONAL"
"FEMALE","1956","Mazowieckie","19","4","VOCATIONAL"
"FEMALE","1960","Mazowieckie","25","3","VOCATIONAL"
"FEMALE","1933","Mazowieckie","1","1","PRIMARY COMPLETED"
"FEMALE","1953","Mazowieckie","15","6","VOCATIONAL"
"MALE","1996","Mazowieckie","4","7","GRAMMAR"
"FEMALE","1994","Mazowieckie","10","4","GRAMMAR"
"FEMALE","1986","Mazowieckie","24","10","SECONDARY VOCATIONAL"
"FEMALE","1995","Mazowieckie","16","9","GRAMMAR"
"FEMALE","1979","Mazowieckie","29","8","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1979","Mazowieckie","25","8","VOCATIONAL"
"FEMALE","1983","Mazowieckie","4","7","VOCATIONAL"
"FEMALE","1957","Mazowieckie","10","3","PRIMARY COMPLETED"
"FEMALE","1991","Mazowieckie","8","8","SECONDARY GENERAL"
"MALE","1957","Mazowieckie","15","7","SECONDARY VOCATIONAL"
"FEMALE","1929","Mazowieckie","6","8","PRIMARY COMPLETED"
"MALE","1984","Mazowieckie","26","4","VOCATIONAL"
"FEMALE","1968","Mazowieckie","3","3","PRIMARY COMPLETED"
"FEMALE","1987","Mazowieckie","30","9","SECONDARY VOCATIONAL"
"FEMALE","1949","Mazowieckie","7","10","VOCATIONAL"
"MALE","1953","Mazowieckie","30","9","PRIMARY COMPLETED"
"FEMALE","1933","Opolskie","28","6","NO EDUCATION/PRIMARY NOT COMPLETED"
"FEMALE","1976","Opolskie","2","9","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1961","Opolskie","29","3","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1975","Opolskie","18","12","SECONDARY GENERAL"
"MALE","1966","Opolskie","10","6","VOCATIONAL"
"MALE","1981","Opolskie","10","4","VOCATIONAL"
"FEMALE","1968","Opolskie","15","11","SECONDARY VOCATIONAL"
"FEMALE","1978","Podkarpackie","8","8","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1992","Podkarpackie","11","12","VOCATIONAL"
"MALE","1997","Podkarpackie","15","1","PRIMARY COMPLETED"
"FEMALE","1937","Podkarpackie","26","1","SECONDARY VOCATIONAL"
"FEMALE","1948","Podkarpackie","7","6","SECONDARY GENERAL"
"MALE","1954","Podkarpackie","15","3","SECONDARY GENERAL"
"FEMALE","1945","Podkarpackie","26","7","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1996","Podkarpackie","12","7","GRAMMAR"
"FEMALE","1955","Podkarpackie","10","8","VOCATIONAL"
"FEMALE","1986","Podkarpackie","29","3","VOCATIONAL"
"MALE","1964","Podkarpackie","25","4","VOCATIONAL"
"MALE","1993","Podkarpackie","2","6","GRAMMAR"
"FEMALE","1966","Podkarpackie","6","11","VOCATIONAL"
"FEMALE","1949","Podkarpackie","21","2","VOCATIONAL"
"FEMALE","1965","Podkarpackie","14","2","SECONDARY VOCATIONAL"
"FEMALE","1973","Podkarpackie","12","5","PRIMARY COMPLETED"
"MALE","1969","Podkarpackie","12","2","VOCATIONAL"
"MALE","1959","Podkarpackie","18","4","PRIMARY COMPLETED"
"MALE","1995","Podkarpackie","26","11","GRAMMAR"
"MALE","1995","Podkarpackie","1","3","GRAMMAR"
"MALE","1986","Podlaskie","27","1","VOCATIONAL"
"MALE","1954","Podlaskie","18","6","VOCATIONAL"
"FEMALE","1955","Podlaskie","27","1","SECONDARY VOCATIONAL"
"MALE","1965","Podlaskie","2","1","SECONDARY GENERAL"
"FEMALE","1971","Podlaskie","11","4","SECONDARY GENERAL"
"MALE","1994","Podlaskie","20","5","GRAMMAR"
"FEMALE","1930","Podlaskie","25","1","PRIMARY COMPLETED"
"MALE","1990","Podlaskie","5","2","GRAMMAR"
"MALE","1976","Podlaskie","9","5","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1954","Podlaskie","14","7","PRIMARY COMPLETED"
"FEMALE","1972","Podlaskie","2","4","VOCATIONAL"
"FEMALE","1941","Pomorskie","3","5","SECONDARY VOCATIONAL"
"MALE","1995","Pomorskie","22","4","PRIMARY COMPLETED"
"FEMALE","1989","Pomorskie","10","8","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1949","Pomorskie","1","1","SECONDARY GENERAL"
"MALE","1940","Pomorskie","25","3","SECONDARY VOCATIONAL"
"MALE","1980","Pomorskie","30","9","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1968","Pomorskie","12","3","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1979","Pomorskie","16","4","SECONDARY VOCATIONAL"
"MALE","1951","Pomorskie","23","11","VOCATIONAL"
"FEMALE","1932","Pomorskie","3","5","PRIMARY COMPLETED"
"MALE","1991","Pomorskie","21","8","GRAMMAR"
"FEMALE","1977","Pomorskie","16","10","VOCATIONAL"
"FEMALE","1988","Pomorskie","4","10","POST-SECONDARY"
"FEMALE","1973","Pomorskie","2","2","PRIMARY COMPLETED"
"MALE","1977","Pomorskie","7","11","PRIMARY COMPLETED"
"FEMALE","1979","Pomorskie","5","4","VOCATIONAL"
"MALE","1978","Slaskie","16","3","SECONDARY VOCATIONAL"
"FEMALE","1952","Slaskie","16","3","SECONDARY VOCATIONAL"
"MALE","1993","Slaskie","12","12","GRAMMAR"
"FEMALE","1940","Slaskie","16","12","PRIMARY COMPLETED"
"FEMALE","1947","Slaskie","24","5","SECONDARY VOCATIONAL"
"FEMALE","1996","Slaskie","22","10","GRAMMAR"
"FEMALE","1966","Slaskie","7","5","SECONDARY VOCATIONAL"
"FEMALE","1994","Slaskie","13","11","GRAMMAR"
"FEMALE","1927","Slaskie","28","4","VOCATIONAL"
"MALE","1947","Slaskie","8","9","VOCATIONAL"
"MALE","1959","Slaskie","1","1","VOCATIONAL"
"FEMALE","1956","Slaskie","16","8","SECONDARY VOCATIONAL"
"FEMALE","1986","Slaskie","27","3","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1976","Slaskie","1","9","SECONDARY GENERAL"
"MALE","1953","Slaskie","30","9","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1939","Slaskie","11","1","VOCATIONAL"
"MALE","1954","Slaskie","25","5","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1980","Slaskie","24","5","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1962","Slaskie","24","11","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1996","Slaskie","12","4","GRAMMAR"
"MALE","1950","Slaskie","23","7","SECONDARY VOCATIONAL"
"FEMALE","1993","Slaskie","20","11","GRAMMAR"
"MALE","1955","Slaskie","8","4","SECONDARY VOCATIONAL"
"MALE","1965","Slaskie","1","3","SECONDARY VOCATIONAL"
"FEMALE","1963","Slaskie","5","10","SECONDARY VOCATIONAL"
"FEMALE","1990","Slaskie","15","9","SECONDARY GENERAL"
"FEMALE","1930","Slaskie","16","10","NO EDUCATION/PRIMARY NOT COMPLETED"
"FEMALE","1993","Slaskie","20","11","GRAMMAR"
"FEMALE","1963","Slaskie","1","2","SECONDARY VOCATIONAL"
"MALE","1937","Slaskie","17","9","PRIMARY COMPLETED"
"MALE","1948","Slaskie","14","6","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1970","Slaskie","22","7","VOCATIONAL"
"MALE","1960","Slaskie","1","1","VOCATIONAL"
"FEMALE","1938","Slaskie","12","12","PRIMARY COMPLETED"
"FEMALE","1965","Slaskie","15","5","VOCATIONAL"
"FEMALE","1942","Slaskie","1","1","SECONDARY VOCATIONAL"
"MALE","1994","Swietokrzyskie","13","9","GRAMMAR"
"MALE","1983","Swietokrzyskie","22","8","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1994","Swietokrzyskie","28","12","VOCATIONAL"
"MALE","1957","Swietokrzyskie","10","1","VOCATIONAL"
"FEMALE","1948","Swietokrzyskie","4","10","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1952","Swietokrzyskie","15","8","POST-SECONDARY"
"MALE","1956","Swietokrzyskie","13","3","VOCATIONAL"
"FEMALE","1964","Swietokrzyskie","31","5","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1938","Swietokrzyskie","20","9","PRIMARY COMPLETED"
"FEMALE","1970","Swietokrzyskie","8","10","SECONDARY VOCATIONAL"
"FEMALE","1935","Swietokrzyskie","5","2","PRIMARY COMPLETED"
"FEMALE","1969","Swietokrzyskie","30","8","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1949","Swietokrzyskie","5","11","VOCATIONAL"
"MALE","1970","Swietokrzyskie","26","6","SECONDARY VOCATIONAL"
"FEMALE","1984","Swietokrzyskie","10","5","VOCATIONAL"
"FEMALE","1995","Warminsko-mazurskie","21","4","GRAMMAR"
"FEMALE","1949","Warminsko-mazurskie","9","5","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1994","Warminsko-mazurskie","24","10","GRAMMAR"
"FEMALE","1956","Warminsko-mazurskie","11","7","POST-SECONDARY"
"MALE","1977","Warminsko-mazurskie","15","9","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1948","Warminsko-mazurskie","5","4","PRIMARY COMPLETED"
"FEMALE","1949","Warminsko-mazurskie","22","11","VOCATIONAL"
"FEMALE","1955","Warminsko-mazurskie","1","1","VOCATIONAL"
"FEMALE","1972","Warminsko-mazurskie","26","1","PRIMARY COMPLETED"
"MALE","1967","Warminsko-mazurskie","27","2","PRIMARY COMPLETED"
"FEMALE","1987","Warminsko-mazurskie","30","1","VOCATIONAL"
"MALE","1965","Warminsko-mazurskie","3","11","VOCATIONAL"
"FEMALE","1991","Warminsko-mazurskie","20","7","VOCATIONAL"
"FEMALE","1931","Wielkopolskie","3","9","SECONDARY GENERAL"
"FEMALE","1972","Wielkopolskie","25","7","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1949","Wielkopolskie","9","8","SECONDARY GENERAL"
"FEMALE","1949","Wielkopolskie","29","12","PRIMARY COMPLETED"
"MALE","1961","Wielkopolskie","8","8","SECONDARY VOCATIONAL"
"MALE","1956","Wielkopolskie","8","5","VOCATIONAL"
"MALE","1982","Wielkopolskie","27","4","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1948","Wielkopolskie","4","8","SECONDARY VOCATIONAL"
"FEMALE","1994","Wielkopolskie","12","5","VOCATIONAL"
"FEMALE","1985","Wielkopolskie","7","12","VOCATIONAL"
"MALE","1967","Wielkopolskie","28","4","PRIMARY COMPLETED"
"FEMALE","1995","Wielkopolskie","14","1","GRAMMAR"
"FEMALE","1963","Wielkopolskie","15","3","SECONDARY VOCATIONAL"
"MALE","1922","Wielkopolskie","22","9","NO EDUCATION/PRIMARY NOT COMPLETED"
"MALE","1957","Wielkopolskie","1","7","SECONDARY VOCATIONAL"
"MALE","1987","Wielkopolskie","23","5","VOCATIONAL"
"MALE","1950","Wielkopolskie","28","8","PRIMARY COMPLETED"
"FEMALE","1955","Zachodnio-pomorskie","6","9","SECONDARY VOCATIONAL"
"MALE","1960","Zachodnio-pomorskie","12","7","SECONDARY VOCATIONAL"
"FEMALE","1985","Zachodnio-pomorskie","13","9","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1986","Zachodnio-pomorskie","14","12","SECONDARY GENERAL"
"MALE","1993","Zachodnio-pomorskie","11","3","SECONDARY GENERAL"
"FEMALE","1936","Zachodnio-pomorskie","16","11","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1957","Zachodnio-pomorskie","5","9","POST-SECONDARY"
"FEMALE","1968","Zachodnio-pomorskie","3","3","SECONDARY VOCATIONAL"
"FEMALE","1937","Zachodnio-pomorskie","2","2","SECONDARY GENERAL"
"FEMALE","1951","Zachodnio-pomorskie","1","9","VOCATIONAL"
"FEMALE","1948","Zachodnio-pomorskie","20","2","SECONDARY VOCATIONAL"
"FEMALE","1969","Zachodnio-pomorskie","7","5","SECONDARY VOCATIONAL"
"MALE","1973","Zachodnio-pomorskie","1","7","SECONDARY VOCATIONAL"
"MALE","1950","Zachodnio-pomorskie","2","3","PRIMARY COMPLETED"
"MALE","1974","Zachodnio-pomorskie","28","10","VOCATIONAL"
"FEMALE","1990","Dolnoslaskie","17","4","POST-SECONDARY"
"MALE","1953","Dolnoslaskie","30","1","PRIMARY COMPLETED"
"FEMALE","1973","Dolnoslaskie","28","9","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1967","Dolnoslaskie","27","9","VOCATIONAL"
"MALE","1972","Dolnoslaskie","14","3","VOCATIONAL"
"MALE","1982","Dolnoslaskie","29","11","VOCATIONAL"
"FEMALE","1973","Dolnoslaskie","5","10","VOCATIONAL"
"FEMALE","1941","Dolnoslaskie","19","5","PRIMARY COMPLETED"
"FEMALE","1993","Dolnoslaskie","28","12","GRAMMAR"
"MALE","1929","Dolnoslaskie","25","8","PRIMARY COMPLETED"
"FEMALE","1983","Dolnoslaskie","11","3","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1975","Dolnoslaskie","12","4","PRIMARY COMPLETED"
"MALE","1972","Dolnoslaskie","1","12","SECONDARY VOCATIONAL"
"MALE","1994","Dolnoslaskie","30","10","GRAMMAR"
"MALE","1982","Dolnoslaskie","16","12","SECONDARY VOCATIONAL"
"FEMALE","1984","Dolnoslaskie","23","11","POST-SECONDARY"
"FEMALE","1945","Dolnoslaskie","13","6","SECONDARY VOCATIONAL"
"FEMALE","1988","Dolnoslaskie","22","8","SECONDARY VOCATIONAL"
"FEMALE","1949","Dolnoslaskie","31","5","SECONDARY GENERAL"
"FEMALE","1966","Dolnoslaskie","8","1","VOCATIONAL"
"FEMALE","1985","Dolnoslaskie","23","1","PRIMARY COMPLETED"
"FEMALE","1935","Dolnoslaskie","5","11","PRIMARY COMPLETED"
"FEMALE","1975","Dolnoslaskie","11","12","POST-SECONDARY"
"FEMALE","1978","Dolnoslaskie","18","11","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1937","Dolnoslaskie","11","4","PRIMARY COMPLETED"
"MALE","1953","Dolnoslaskie","10","8","PRIMARY COMPLETED"
"MALE","1954","Dolnoslaskie","5","8","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1974","Dolnoslaskie","14","5","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1950","Dolnoslaskie","30","7","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1991","Dolnoslaskie","27","8","SECONDARY VOCATIONAL"
"MALE","1950","Dolnoslaskie","19","2","VOCATIONAL"
"FEMALE","1938","Dolnoslaskie","25","11","SECONDARY GENERAL"
"MALE","1976","Dolnoslaskie","28","8","PRIMARY COMPLETED"
"FEMALE","1982","Dolnoslaskie","9","6","SECONDARY GENERAL"
"MALE","1959","Dolnoslaskie","19","12","SECONDARY VOCATIONAL"
"MALE","1952","Dolnoslaskie","16","3","SECONDARY VOCATIONAL"
"FEMALE","1954","Dolnoslaskie","29","4","PRIMARY COMPLETED"
"MALE","1983","Dolnoslaskie","6","4","SECONDARY VOCATIONAL"
"MALE","1953","Dolnoslaskie","1","1","SECONDARY VOCATIONAL"
"FEMALE","1934","Dolnoslaskie","17","1","SECONDARY GENERAL"
"MALE","1948","Dolnoslaskie","26","7","VOCATIONAL"
"FEMALE","1975","Dolnoslaskie","23","6","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1967","Dolnoslaskie","11","4","PRIMARY COMPLETED"
"MALE","1964","Dolnoslaskie","23","2","VOCATIONAL"
"MALE","1991","Dolnoslaskie","2","6","SECONDARY GENERAL"
"FEMALE","1951","Dolnoslaskie","14","8","SECONDARY VOCATIONAL"
"FEMALE","1979","Dolnoslaskie","13","5","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"FEMALE","1981","Dolnoslaskie","13","5","VOCATIONAL"
"FEMALE","1948","Dolnoslaskie","7","5","PRIMARY COMPLETED"
"FEMALE","1992","Dolnoslaskie","26","6","SECONDARY GENERAL"
"MALE","1963","Dolnoslaskie","14","5","VOCATIONAL"
"FEMALE","1966","Dolnoslaskie","20","2","PRIMARY COMPLETED"
"MALE","1963","Dolnoslaskie","23","1","HIGHER WITH WITH AT LEAST DOCTOR`S DEGREE"
"MALE","1966","Dolnoslaskie","4","9","VOCATIONAL"
"FEMALE","1997","Dolnoslaskie","19","2","PRIMARY COMPLETED"
"FEMALE","1965","Dolnoslaskie","25","11","PRIMARY COMPLETED"
"FEMALE","1949","Dolnoslaskie","17","7","SECONDARY GENERAL"
"FEMALE","1943","Dolnoslaskie","23","6","SECONDARY GENERAL"
"MALE","1945","Dolnoslaskie","16","4","VOCATIONAL"
"MALE","1956","Dolnoslaskie","7","6","SECONDARY VOCATIONAL"
"FEMALE","1984","Dolnoslaskie","20","9","HIGHER WITH ENGINEERING OR BACHELOR`S DEGREE"
"MALE","1953","Dolnoslaskie","21","12","PRIMARY COMPLETED"
"FEMALE","1960","Dolnoslaskie","29","1","VOCATIONAL"
"FEMALE","1988","Dolnoslaskie","11","6","POST-SECONDARY"
"FEMALE","1985","Dolnoslaskie","20","6","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1954","Dolnoslaskie","9","3","VOCATIONAL"
"MALE","1961","Dolnoslaskie","5","8","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1981","Dolnoslaskie","17","12","VOCATIONAL"
"FEMALE","1931","Dolnoslaskie","17","8","SECONDARY GENERAL"
"FEMALE","1944","Dolnoslaskie","7","11","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1937","Dolnoslaskie","7","2","SECONDARY VOCATIONAL"
"MALE","1955","Dolnoslaskie","10","9","SECONDARY VOCATIONAL"
"FEMALE","1958","Dolnoslaskie","6","11","SECONDARY VOCATIONAL"
"FEMALE","1925","Dolnoslaskie","10","3","PRIMARY COMPLETED"
"FEMALE","1986","Dolnoslaskie","9","9","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1959","Dolnoslaskie","22","4","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"FEMALE","1995","Dolnoslaskie","26","2","GRAMMAR"
"FEMALE","1937","Dolnoslaskie","30","12","PRIMARY COMPLETED"
"MALE","1957","Dolnoslaskie","9","10","VOCATIONAL"
"MALE","1949","Dolnoslaskie","12","8","VOCATIONAL"
"MALE","1975","Dolnoslaskie","26","1","VOCATIONAL"
"FEMALE","1949","Dolnoslaskie","25","6","VOCATIONAL"
"FEMALE","1941","Dolnoslaskie","20","6","VOCATIONAL"
"FEMALE","1962","Kujawsko-pomorskie","27","8","POST-SECONDARY"
"MALE","1966","Kujawsko-pomorskie","26","1","VOCATIONAL"
"FEMALE","1946","Kujawsko-pomorskie","8","6","SECONDARY VOCATIONAL"
"FEMALE","1963","Kujawsko-pomorskie","3","11","SECONDARY VOCATIONAL"
"FEMALE","1985","Kujawsko-pomorskie","25","4","SECONDARY GENERAL"
"FEMALE","1991","Kujawsko-pomorskie","23","4","VOCATIONAL"
"FEMALE","1972","Kujawsko-pomorskie","31","5","VOCATIONAL"
"FEMALE","1933","Kujawsko-pomorskie","12","1","PRIMARY COMPLETED"
"FEMALE","1950","Kujawsko-pomorskie","30","3","VOCATIONAL"
"MALE","1950","Kujawsko-pomorskie","16","7","PRIMARY COMPLETED"
"FEMALE","1948","Kujawsko-pomorskie","9","9","VOCATIONAL"
"MALE","1973","Kujawsko-pomorskie","22","9","POST-SECONDARY"
"FEMALE","1973","Kujawsko-pomorskie","25","7","SECONDARY VOCATIONAL"
"FEMALE","1965","Kujawsko-pomorskie","4","12","SECONDARY GENERAL"
"FEMALE","1957","Kujawsko-pomorskie","22","5","VOCATIONAL"
"MALE","1941","Kujawsko-pomorskie","13","2","VOCATIONAL"
"MALE","1958","Kujawsko-pomorskie","22","8","SECONDARY VOCATIONAL"
"FEMALE","1993","Kujawsko-pomorskie","18","11","GRAMMAR"
"FEMALE","1992","Kujawsko-pomorskie","8","3","NO EDUCATION/PRIMARY NOT COMPLETED"
"MALE","1992","Kujawsko-pomorskie","3","12","GRAMMAR"
"FEMALE","1956","Kujawsko-pomorskie","29","12","PRIMARY COMPLETED"
"MALE","1982","Kujawsko-pomorskie","16","5","VOCATIONAL"
"MALE","1947","Kujawsko-pomorskie","12","7","PRIMARY COMPLETED"
"FEMALE","1931","Kujawsko-pomorskie","18","1","SECONDARY GENERAL"
"FEMALE","1971","Kujawsko-pomorskie","24","2","SECONDARY GENERAL"
"MALE","1984","Kujawsko-pomorskie","30","3","VOCATIONAL"
"MALE","1965","Kujawsko-pomorskie","13","4","VOCATIONAL"
"MALE","1947","Kujawsko-pomorskie","10","3","HIGHER WITH MASTER`S DEGREE OR EQUAL"
"MALE","1972","Kujawsko-pomorskie","13","10","SECONDARY VOCATIONAL"
"MALE","1971","Kujawsko-pomorskie","14","2","VOCATIONAL"
"MALE","1993","Kujawsko-pomorskie","15","3","GRAMMAR"
"FEMALE","1982","Kujawsko-pomorskie","16","5","SECONDARY GENERAL"
"MALE","1956","Kujawsko-pomorskie","20","5","SECONDARY VOCATIONAL"
"FEMALE","1958","Kujawsko-pomorskie","6","6","SECONDARY GENERAL"
"MALE","1947","Kujawsko-pomorskie","5","9","SECONDARY GENERAL"
"FEMALE","1949","Kujawsko-pomorskie","7","2","PRIMARY COMPLETED"
"FEMALE","1994","Kujawsko-pomorskie","29","8","GRAMMAR"
"FEMALE","1929","Kujawsko-pomorskie","17","7","PRIMARY COMPLETED"
"MALE","1957","Kujawsko-pomorskie","7","11","VOCATIONAL"
"MALE","1965","Kujawsko-pomorskie","17","1","VOCATIONAL"
"MALE","1987","Kujawsko-pomorskie","9","8","PRIMARY COMPLETED"
"MALE","1996","Kujawsko-pomorskie","24","3","GRAMMAR"
"MALE","1957","Kujawsko-pomorskie","25","4","PRIMARY COMPLETED"
"MALE","1960","Kujawsko-pomorskie","16","4","VOCATIONAL"
